[('Iran', 0.7293535470962524), ('Tehran', 0.6154943704605103), ('Iranian', 0.6114965081214905)] Armenian_dram
[('Euro', 0.8137108087539673), ('Croatia', 0.6767663955688477), ('Slovenia', 0.6666006445884705)] Euro
[('Saudi_riyal', 0.8188173770904541), ('Saudi_Arabia', 0.6133885383605957), ('riyal', 0.5937322974205017)] Saudi_riyal
[('Euro', 0.8137108087539673), ('Croatia', 0.6767663955688477), ('Slovenia', 0.6666006445884705)] Euro
[('Somali_shilling', 0.7456099987030029), ('Ethiopia', 0.5530944466590881), ('Somalia', 0.5509974956512451)] Somali_shilling
[('Euro', 0.8137108087539673), ('Croatia', 0.6767663955688477), ('Slovenia', 0.6666006445884705)] Euro
[('Swedish_krona', 0.863929271697998), ('Sweden', 0.5913764238357544), ('krone', 0.5656065344810486)] Swedish_krona
[('Swiss_franc', 0.8904828429222107), ('Swiss_Franc', 0.6482004523277283), ('franc', 0.6252766251564026)] Swiss_franc
[('Tajikistan', 0.5682452321052551), ('Uzbekistan', 0.55216383934021), ('Somoni', 0.5379350781440735)] Somoni
[('Tanzania', 0.615602970123291), ('Zambia', 0.5735702514648438), ('Kenya', 0.5720082521438599)] Tanzanian_shilling
[('CFA_franc', 0.8460497856140137), ('Senegal', 0.5711193680763245), ('Gabon', 0.5453208684921265)] CFA_franc
[('Turkish_lira', 0.8674639463424683), ('lira', 0.6691131591796875), ('Turkey', 0.6412733793258667)] Turkish_lira
[('Azerbaijan', 0.592811107635498), ('Ukraine', 0.5890570878982544), ('Latvia', 0.5874325633049011)] Ukrainian_hryvnia
[('Yemen', 0.4855065643787384), ('Egypt', 0.4401148557662964), ('Saudi_Arabia', 0.43769341707229614)] Yemeni_rial
[('Zambia', 0.648007869720459), ('Zambian_kwacha', 0.6185545921325684), ('Tanzania', 0.612729012966156)] Zambian_kwacha
[('Armenia', 0.6106920838356018), ('Azerbaijan', 0.5847834348678589), ('Turkey', 0.5398253202438354)] Armenian_dram
[('Euro', 0.8312616944313049), ('Croatia', 0.647833526134491), ('Portugal', 0.6139470338821411)] Euro
[('Cyprus', 0.5731356143951416), ('Azerbaijan', 0.5570622682571411), ('Hungary', 0.5388096570968628)] Bulgarian_lev
[('Chilean_peso', 0.9082530736923218), ('Colombian_peso', 0.6456968188285828), ('Chile_peso', 0.6389837265014648)] Chilean_peso
[('Renminbi', 0.9203822016716003), ('renminbi', 0.6215697526931763), ('Renminbi_RMB', 0.6155177354812622)] Renminbi
[('Colombian_peso', 0.8940768241882324), ('Chile_peso', 0.6296452283859253), ('Chilean_peso', 0.6102399826049805)] Colombian_peso
[('Czech_koruna', 0.8694815635681152), ('Polish_zloty', 0.5929683446884155), ('EUR_CZK', 0.5607784986495972)] Czech_koruna
[('Ethiopia', 0.5686103105545044), ('Yemen', 0.5200523138046265), ('Eritrea', 0.5067282915115356)] Ethiopian_birr
[('Euro', 0.8312616944313049), ('Croatia', 0.647833526134491), ('Portugal', 0.6139470338821411)] Euro
[('Euro', 0.8312616944313049), ('Croatia', 0.647833526134491), ('Portugal', 0.6139470338821411)] Euro
[('Hungarian_forint', 0.8976475596427917), ('Polish_zloty', 0.6145489811897278), ('Czech_koruna', 0.59532630443573)] Hungarian_forint
[('Lao_kip', 0.5756115913391113), ('Laos', 0.4724314212799072), ('Malaysia', 0.4715893268585205)] Lao_kip
[('Euro', 0.8312616944313049), ('Croatia', 0.647833526134491), ('Portugal', 0.6139470338821411)] Euro
[('Libyan_dinar', 0.7424706220626831), ('Yemen', 0.5223325490951538), ('Kuwait', 0.5063645839691162)] Libyan_dinar
[('Malaysian_ringgit', 0.8796216249465942), ('ringgit', 0.6628620624542236), ('Malaysia', 0.6296203136444092)] Malaysian_ringgit
[('Euro', 0.8312616944313049), ('Croatia', 0.647833526134491), ('Portugal', 0.6139470338821411)] Euro
[('Nigerian_naira', 0.7426508665084839), ('Nigeria', 0.6646044850349426), ('Benin', 0.5803771018981934)] Nigerian_naira
[('Euro', 0.8312616944313049), ('Croatia', 0.647833526134491), ('Portugal', 0.6139470338821411)] Euro
[('Bahrain', 0.6932162642478943), ('Qatar', 0.6834138631820679), ('UAE', 0.6828607320785522)] Qatari_riyal
[('Euro', 0.8312616944313049), ('Croatia', 0.647833526134491), ('Portugal', 0.6139470338821411)] Euro
[('Saudi_riyal', 0.8288041949272156), ('Saudi_Arabia', 0.6445930600166321), ('Saudi', 0.6149119734764099)] Saudi_riyal
[('Euro', 0.8312616944313049), ('Croatia', 0.647833526134491), ('Portugal', 0.6139470338821411)] Euro
[('Somali_shilling', 0.7685272693634033), ('Ethiopia', 0.5538430213928223), ('Somalia', 0.5536532402038574)] Somali_shilling
[('Euro', 0.8312616944313049), ('Croatia', 0.647833526134491), ('Portugal', 0.6139470338821411)] Euro
[('Swedish_krona', 0.8721460103988647), ('Sweden', 0.6000862121582031), ('Finland', 0.5537893772125244)] Swedish_krona
[('Swiss_franc', 0.897284209728241), ('Swiss_Franc', 0.6697677373886108), ('franc', 0.6385971307754517)] Swiss_franc
[('Tajikistan', 0.5671588182449341), ('Uzbekistan', 0.561750054359436), ('Somoni', 0.5531129837036133)] Somoni
[('Tanzania', 0.6253859996795654), ('Kenya', 0.6081418991088867), ('Uganda', 0.6062437891960144)] Tanzanian_shilling
[('CFA_franc', 0.8569816946983337), ('Senegal', 0.5583325624465942), ('CEMAC', 0.5516186952590942)] CFA_franc
[('Turkish_lira', 0.8755913376808167), ('lira', 0.6784852743148804), ('Turkey', 0.6395854949951172)] Turkish_lira
[('Ukraine', 0.6020054221153259), ('Azerbaijan', 0.591672956943512), ('Latvia', 0.577717661857605)] Ukrainian_hryvnia
[('Yemen', 0.528775691986084), ('Bahrain', 0.4999680519104004), ('Kuwait', 0.4904860258102417)] Yemeni_rial
[('Zambia', 0.6604672074317932), ('Zambian_kwacha', 0.6411243081092834), ('Tanzania', 0.6187360286712646)] Zambian_kwacha
[('Armenia', 0.5840671062469482), ('Azerbaijan', 0.5780739784240723), ('Ukraine', 0.5536829233169556)] Armenian_dram
[('Euro', 0.8173202276229858), ('Croatia', 0.626101553440094), ('Euro####', 0.6037383079528809)] Euro
[('Estonia', 0.5633557438850403), ('Croatia', 0.5630896091461182), ('Bangladesh', 0.5531947016716003)] Bulgarian_lev
[('Chilean_peso', 0.8807346820831299), ('Chile_peso', 0.6174074411392212), ('Colombian_peso', 0.6149885654449463)] Chilean_peso
[('Renminbi', 0.8990634679794312), ('renminbi', 0.6138020753860474), ('Renminbi_RMB', 0.5916930437088013)] Renminbi
[('Colombian_peso', 0.8631323575973511), ('Chile_peso', 0.6091679930686951), ('peso', 0.5936166048049927)] Colombian_peso
[('Czech_koruna', 0.8325517177581787), ('Polish_zloty', 0.5677581429481506), ('EUR_CZK', 0.5530470013618469)] Czech_koruna
[('Ethiopia', 0.5749008655548096), ('Bangladesh', 0.538812518119812), ('Uganda', 0.522418737411499)] Ethiopian_birr
[('Euro', 0.8173202276229858), ('Croatia', 0.626101553440094), ('Euro####', 0.6037383079528809)] Euro
[('Euro', 0.8173202276229858), ('Croatia', 0.626101553440094), ('Euro####', 0.6037383079528809)] Euro
[('Hungarian_forint', 0.8692895174026489), ('Polish_zloty', 0.5809747576713562), ('forint', 0.5743393301963806)] Hungarian_forint
[('Thailand', 0.5153864622116089), ('Malaysia', 0.5149896740913391), ('Laos', 0.5003244876861572)] Lao_kip
[('Euro', 0.8173202276229858), ('Croatia', 0.626101553440094), ('Euro####', 0.6037383079528809)] Euro
[('Libyan_dinar', 0.6878085136413574), ('Bangladesh', 0.517912745475769), ('Yemen', 0.5096919536590576)] Libyan_dinar
[('Malaysian_ringgit', 0.8450266122817993), ('Malaysia', 0.6676188111305237), ('ringgit', 0.6566649675369263)] Malaysian_ringgit
[('Euro', 0.8173202276229858), ('Croatia', 0.626101553440094), ('Euro####', 0.6037383079528809)] Euro
[('Nigeria', 0.6942673325538635), ('Nigerian_naira', 0.6871336698532104), ('Ghana', 0.6052614450454712)] Nigerian_naira
[('Euro', 0.8173202276229858), ('Croatia', 0.626101553440094), ('Euro####', 0.6037383079528809)] Euro
[('Oman', 0.678473949432373), ('Bahrain', 0.6716134548187256), ('Qatar', 0.6712366938591003)] Qatari_riyal
[('Euro', 0.8173202276229858), ('Croatia', 0.626101553440094), ('Euro####', 0.6037383079528809)] Euro
[('Saudi_riyal', 0.7868286371231079), ('Saudi_Arabia', 0.6446813344955444), ('Oman', 0.609856128692627)] Saudi_riyal
[('Euro', 0.8173202276229858), ('Croatia', 0.626101553440094), ('Euro####', 0.6037383079528809)] Euro
[('Somali_shilling', 0.7171322107315063), ('Ethiopia', 0.5709455013275146), ('Somalia', 0.5473257899284363)] Somali_shilling
[('Euro', 0.8173202276229858), ('Croatia', 0.626101553440094), ('Euro####', 0.6037383079528809)] Euro
[('Swedish_krona', 0.8383440971374512), ('Sweden', 0.6252416372299194), ('Finland', 0.5714365243911743)] Swedish_krona
[('Swiss_franc', 0.8675961494445801), ('Swiss_Franc', 0.6506729125976562), ('franc', 0.6108198165893555)] Swiss_franc
[('Uzbekistan', 0.5797394514083862), ('Tajikistan', 0.57160484790802), ('Turkmenistan', 0.5168129205703735)] Somoni
[('Tanzania', 0.6271475553512573), ('Kenya', 0.6254383325576782), ('Uganda', 0.6136115789413452)] Tanzanian_shilling
[('CFA_franc', 0.8235957622528076), ('Senegal', 0.5741558074951172), ('Gabon', 0.5604273080825806)] CFA_franc
[('Turkish_lira', 0.8422033190727234), ('lira', 0.6604937314987183), ('Turkey', 0.6550236940383911)] Turkish_lira
[('Ukraine', 0.6179264187812805), ('Latvia', 0.6015692949295044), ('Azerbaijan', 0.5889475345611572)] Ukrainian_hryvnia
[('Bangladesh', 0.5211771130561829), ('Yemen', 0.4871857762336731), ('Bahrain', 0.47758135199546814)] Yemeni_rial
[('Zambia', 0.6769927740097046), ('Tanzania', 0.6241621971130371), ('Zimbabwe', 0.6107065677642822)] Zambian_kwacha
[('Armenia', 0.5884444117546082), ('Azerbaijan', 0.5699983835220337), ('Moldova', 0.5275576710700989)] Armenian_dram
[('Euro', 0.783879280090332), ('Croatia', 0.713275671005249), ('Slovenia', 0.6738664507865906)] Euro
[('Albania', 0.5671831369400024), ('Cyprus', 0.5525577068328857), ('Montenegro', 0.5494599342346191)] Bulgarian_lev
[('Chilean_peso', 0.8854279518127441), ('Colombian_peso', 0.6245962381362915), ('Chile_peso', 0.6139863729476929)] Chilean_peso
[('Renminbi', 0.9027472138404846), ('renminbi', 0.6154943704605103), ('Renminbi_RMB', 0.6040607690811157)] Renminbi
[('Colombian_peso', 0.8685517907142639), ('peso', 0.6024167537689209), ('Chile_peso', 0.6017643213272095)] Colombian_peso
[('Czech_koruna', 0.8376990556716919), ('Polish_zloty', 0.560366153717041), ('EUR_CZK', 0.5459585189819336)] Czech_koruna
[('Ethiopia', 0.5369197130203247), ('Eritrea', 0.4989491403102875), ('Tajikistan', 0.48459282517433167)] Ethiopian_birr
[('Euro', 0.783879280090332), ('Croatia', 0.713275671005249), ('Slovenia', 0.6738664507865906)] Euro
[('Euro', 0.783879280090332), ('Croatia', 0.713275671005249), ('Slovenia', 0.6738664507865906)] Euro
[('Hungarian_forint', 0.873038649559021), ('Polish_zloty', 0.5818207263946533), ('Romanian_leu', 0.5813888311386108)] Hungarian_forint
[('Lao_kip', 0.5376867055892944), ('Laos', 0.49115121364593506), ('Cambodia', 0.4730343818664551)] Lao_kip
[('Euro', 0.783879280090332), ('Croatia', 0.713275671005249), ('Slovenia', 0.6738664507865906)] Euro
[('Libyan_dinar', 0.707162618637085), ('Yemen', 0.4882950782775879), ('Kuwait', 0.4616550803184509)] Libyan_dinar
[('Malaysian_ringgit', 0.8518338203430176), ('ringgit', 0.6512202620506287), ('Malaysia', 0.6309478282928467)] Malaysian_ringgit
[('Euro', 0.783879280090332), ('Croatia', 0.713275671005249), ('Slovenia', 0.6738664507865906)] Euro
[('Nigerian_naira', 0.6942150592803955), ('Nigeria', 0.6232022643089294), ('Benin', 0.5619789361953735)] Nigerian_naira
[('Euro', 0.783879280090332), ('Croatia', 0.713275671005249), ('Slovenia', 0.6738664507865906)] Euro
[('Bahrain', 0.6586925983428955), ('Oman', 0.6439042091369629), ('Qatari_riyal', 0.6226387023925781)] Qatari_riyal
[('Euro', 0.783879280090332), ('Croatia', 0.713275671005249), ('Slovenia', 0.6738664507865906)] Euro
[('Saudi_riyal', 0.7986488938331604), ('Saudi_Arabia', 0.5914438962936401), ('riyal', 0.575006365776062)] Saudi_riyal
[('Euro', 0.783879280090332), ('Croatia', 0.713275671005249), ('Slovenia', 0.6738664507865906)] Euro
[('Somali_shilling', 0.7329964637756348), ('Somalia', 0.5306042432785034), ('Ethiopia', 0.5278640985488892)] Somali_shilling
[('Euro', 0.783879280090332), ('Croatia', 0.713275671005249), ('Slovenia', 0.6738664507865906)] Euro
[('Swedish_krona', 0.8412935733795166), ('Sweden', 0.6016581058502197), ('Finland', 0.5562810301780701)] Swedish_krona
[('Swiss_franc', 0.8717478513717651), ('Swiss_Franc', 0.6300323009490967), ('franc', 0.6046533584594727)] Swiss_franc
[('Tajikistan', 0.5624423027038574), ('Somoni', 0.544968843460083), ('Uzbekistan', 0.5422086715698242)] Somoni
[('Tanzania', 0.581548273563385), ('Kenya', 0.5599182844161987), ('Zambia', 0.5395129919052124)] Tanzanian_shilling
[('CFA_franc', 0.827758252620697), ('Senegal', 0.5541396141052246), ('CEMAC', 0.52860027551651)] CFA_franc
[('Turkish_lira', 0.8473839163780212), ('lira', 0.6533337831497192), ('Turkey', 0.6290674805641174)] Turkish_lira
[('Azerbaijan', 0.5682164430618286), ('Albania', 0.564598023891449), ('Latvia', 0.5563089847564697)] Ukrainian_hryvnia
[('Yemen', 0.4763813018798828), ('Bahrain', 0.46677422523498535), ('Albania', 0.45134395360946655)] Yemeni_rial
[('Zambia', 0.6179628372192383), ('Zambian_kwacha', 0.5946354866027832), ('Tanzania', 0.5883092880249023)] Zambian_kwacha
[('Armenia', 0.567198634147644), ('Iran', 0.5427578687667847), ('Syria', 0.5252503156661987)] Armenian_dram
[('Euro', 0.8104841709136963), ('Croatia', 0.6218310594558716), ('Euro####', 0.6070354580879211)] Euro
[('Iran', 0.5188721418380737), ('Turkey', 0.5083067417144775), ('Syria', 0.5055814385414124)] Bulgarian_lev
[('Chilean_peso', 0.9002847671508789), ('Chile_peso', 0.6388412714004517), ('Colombian_peso', 0.6315191984176636)] Chilean_peso
[('Renminbi', 0.9131449460983276), ('renminbi', 0.6134300231933594), ('Renminbi_RMB', 0.6055525541305542)] Renminbi
[('Colombian_peso', 0.8848584890365601), ('Chile_peso', 0.6320138573646545), ('Chilean_peso', 0.6017811298370361)] Colombian_peso
[('Czech_koruna', 0.8579044938087463), ('EUR_CZK', 0.5634174942970276), ('Polish_zloty', 0.558258593082428)] Czech_koruna
[('Ethiopia', 0.5343621373176575), ('Eritrea', 0.5064495205879211), ('Yemen', 0.4930436611175537)] Ethiopian_birr
[('Euro', 0.8104841709136963), ('Croatia', 0.6218310594558716), ('Euro####', 0.6070354580879211)] Euro
[('Euro', 0.8104841709136963), ('Croatia', 0.6218310594558716), ('Euro####', 0.6070354580879211)] Euro
[('Hungarian_forint', 0.8885402679443359), ('Polish_zloty', 0.6004890203475952), ('Czech_koruna', 0.5992721319198608)] Hungarian_forint
[('Lao_kip', 0.5365836024284363), ('Laos', 0.46511000394821167), ('Myanmar', 0.43821537494659424)] Lao_kip
[('Euro', 0.8104841709136963), ('Croatia', 0.6218310594558716), ('Euro####', 0.6070354580879211)] Euro
[('Libyan_dinar', 0.7141660451889038), ('Yemen', 0.5071520805358887), ('sprawling_Abu_Shouk', 0.48003125190734863)] Libyan_dinar
[('Malaysian_ringgit', 0.8688551187515259), ('ringgit', 0.6417146325111389), ('Malaysia', 0.601952075958252)] Malaysian_ringgit
[('Euro', 0.8104841709136963), ('Croatia', 0.6218310594558716), ('Euro####', 0.6070354580879211)] Euro
[('Nigerian_naira', 0.7137448191642761), ('Nigeria', 0.6302364468574524), ('Benin', 0.556799054145813)] Nigerian_naira
[('Euro', 0.8104841709136963), ('Croatia', 0.6218310594558716), ('Euro####', 0.6070354580879211)] Euro
[('Bahrain', 0.6383304595947266), ('Qatar', 0.6368849277496338), ('Qatari_riyal', 0.6342859864234924)] Qatari_riyal
[('Euro', 0.8104841709136963), ('Croatia', 0.6218310594558716), ('Euro####', 0.6070354580879211)] Euro
[('Saudi_riyal', 0.8125062584877014), ('Saudi_Arabia', 0.6402418613433838), ('Saudi', 0.6094568967819214)] Saudi_riyal
[('Euro', 0.8104841709136963), ('Croatia', 0.6218310594558716), ('Euro####', 0.6070354580879211)] Euro
[('Somali_shilling', 0.7397842407226562), ('Somalia', 0.5583322048187256), ('Ethiopia', 0.5432626008987427)] Somali_shilling
[('Euro', 0.8104841709136963), ('Croatia', 0.6218310594558716), ('Euro####', 0.6070354580879211)] Euro
[('Swedish_krona', 0.8591588139533997), ('Sweden', 0.5791823863983154), ('krone', 0.549342155456543)] Swedish_krona
[('Swiss_franc', 0.8882337808609009), ('Swiss_Franc', 0.6622313261032104), ('franc', 0.6195325255393982)] Swiss_franc
[('Somoni', 0.5301251411437988), ('Tajikistan', 0.5256032943725586), ('Uzbekistan', 0.5040131211280823)] Somoni
[('Tanzania', 0.5614866018295288), ('Kenya', 0.547890841960907), ('Eritrea', 0.5410194396972656)] Tanzanian_shilling
[('CFA_franc', 0.8417457938194275), ('Senegal', 0.5512962341308594), ('CEMAC', 0.521591067314148)] CFA_franc
[('Turkish_lira', 0.8633221387863159), ('lira', 0.6538125276565552), ('Turkey', 0.6512494087219238)] Turkish_lira
[('Ukraine', 0.5370534658432007), ('Russia', 0.534034788608551), ('Azerbaijan', 0.5243421792984009)] Ukrainian_hryvnia
[('Yemen', 0.48833733797073364), ('Syria', 0.4854610860347748), ('Iran', 0.4748273491859436)] Yemeni_rial
[('Zambia', 0.5990101099014282), ('Zambian_kwacha', 0.5990020632743835), ('Tanzania', 0.5749720335006714)] Zambian_kwacha
[('Armenia', 0.5780401229858398), ('Moldova', 0.5285651683807373), ('Azerbaijan', 0.5226438045501709)] Armenian_dram
[('Euro', 0.7991572618484497), ('Croatia', 0.6919105052947998), ('Romania', 0.6622340679168701)] Euro
[('Albania', 0.5436766743659973), ('Romania', 0.5269368886947632), ('Lithuania', 0.512435793876648)] Bulgarian_lev
[('Chilean_peso', 0.8973598480224609), ('Colombian_peso', 0.6273818016052246), ('Chile_peso', 0.6157176494598389)] Chilean_peso
[('Renminbi', 0.9112306833267212), ('renminbi', 0.6223233938217163), ('Renminbi_RMB', 0.6178197264671326)] Renminbi
[('Colombian_peso', 0.881677508354187), ('Chile_peso', 0.6094385385513306), ('peso', 0.6064006090164185)] Colombian_peso
[('Czech_koruna', 0.8530920743942261), ('Polish_zloty', 0.5733771324157715), ('koruna', 0.5474966764450073)] Czech_koruna
[('Ethiopia', 0.5166112184524536), ('Ethiopian_birr', 0.45180240273475647), ('Eritrea', 0.4481724202632904)] Ethiopian_birr
[('Euro', 0.7991572618484497), ('Croatia', 0.6919105052947998), ('Romania', 0.6622340679168701)] Euro
[('Euro', 0.7991572618484497), ('Croatia', 0.6919105052947998), ('Romania', 0.6622340679168701)] Euro
[('Hungarian_forint', 0.8854437470436096), ('Polish_zloty', 0.6031118631362915), ('Czech_koruna', 0.5791258811950684)] Hungarian_forint
[('Lao_kip', 0.5678222179412842), ('Laos', 0.4716024398803711), ('Cambodia', 0.4422001838684082)] Lao_kip
[('Euro', 0.7991572618484497), ('Croatia', 0.6919105052947998), ('Romania', 0.6622340679168701)] Euro
[('Libyan_dinar', 0.7193484306335449), ('Yemen', 0.4609694480895996), ('tents_blankets_tarpaulins', 0.44942402839660645)] Libyan_dinar
[('Malaysian_ringgit', 0.8656315803527832), ('ringgit', 0.6443631052970886), ('Malaysia', 0.5993703603744507)] Malaysian_ringgit
[('Euro', 0.7991572618484497), ('Croatia', 0.6919105052947998), ('Romania', 0.6622340679168701)] Euro
[('Nigerian_naira', 0.710892915725708), ('Nigeria', 0.6063979864120483), ('Benin', 0.5518605709075928)] Nigerian_naira
[('Euro', 0.7991572618484497), ('Croatia', 0.6919105052947998), ('Romania', 0.6622340679168701)] Euro
[('Bahrain', 0.6215847730636597), ('Qatari_riyal', 0.6200193762779236), ('UAE', 0.6142933964729309)] Qatari_riyal
[('Euro', 0.7991572618484497), ('Croatia', 0.6919105052947998), ('Romania', 0.6622340679168701)] Euro
[('Saudi_riyal', 0.8089492321014404), ('Saudi_Arabia', 0.5911812782287598), ('riyal', 0.5821157693862915)] Saudi_riyal
[('Euro', 0.7991572618484497), ('Croatia', 0.6919105052947998), ('Romania', 0.6622340679168701)] Euro
[('Somali_shilling', 0.7429340481758118), ('Ethiopia', 0.5252258777618408), ('Somalia', 0.5018777847290039)] Somali_shilling
[('Euro', 0.7991572618484497), ('Croatia', 0.6919105052947998), ('Romania', 0.6622340679168701)] Euro
[('Swedish_krona', 0.8556522130966187), ('Sweden', 0.604480504989624), ('Finland', 0.551044225692749)] Swedish_krona
[('Swiss_franc', 0.885083794593811), ('Swiss_Franc', 0.6342461109161377), ('franc', 0.6288793087005615)] Swiss_franc
[('Tajikistan', 0.5406367778778076), ('Somoni', 0.5405661463737488), ('Uzbekistan', 0.5193093419075012)] Somoni
[('Tanzania', 0.5664862990379333), ('Kenya', 0.5443352460861206), ('Zambia', 0.5350947380065918)] Tanzanian_shilling
[('CFA_franc', 0.8406659364700317), ('Senegal', 0.5459883213043213), ('CFA_francs', 0.5225825309753418)] CFA_franc
[('Turkish_lira', 0.8605917096138), ('lira', 0.6574373245239258), ('Turkish_Lira', 0.610228419303894)] Turkish_lira
[('Ukraine', 0.5572611093521118), ('Moldova', 0.5472109913825989), ('Latvia', 0.5449355840682983)] Ukrainian_hryvnia
[('Yemen', 0.43778902292251587), ('Peru', 0.42678752541542053), ('Morocco', 0.4129067063331604)] Yemeni_rial
[('Zambian_kwacha', 0.616706132888794), ('Zambia', 0.6106640100479126), ('Tanzania', 0.5689786672592163)] Zambian_kwacha
[('Armenia', 0.6085420250892639), ('Azerbaijan', 0.5605990886688232), ('Moldova', 0.5511902570724487)] Armenian_dram
[('Euro', 0.8243853449821472), ('Croatia', 0.6152284741401672), ('Euro####', 0.6121320128440857)] Euro
[('Romania', 0.5684691071510315), ('Bulgaria', 0.5675749778747559), ('Croatia', 0.5545522570610046)] Bulgarian_lev
[('Chilean_peso', 0.8917173147201538), ('Colombian_peso', 0.6130194664001465), ('Chile_peso', 0.6126701235771179)] Chilean_peso
[('Renminbi', 0.9061912298202515), ('renminbi', 0.6141433715820312), ('Renminbi_RMB', 0.5972098112106323)] Renminbi
[('Colombian_peso', 0.8749823570251465), ('Chile_peso', 0.6096067428588867), ('Chilean_peso', 0.5956077575683594)] Colombian_peso
[('Czech_koruna', 0.8443067669868469), ('Polish_zloty', 0.5572986602783203), ('Czech_Republic', 0.551278829574585)] Czech_koruna
[('Ethiopia', 0.577168345451355), ('Morocco', 0.5275371670722961), ('Tanzania', 0.52583909034729)] Ethiopian_birr
[('Euro', 0.8243853449821472), ('Croatia', 0.6152284741401672), ('Euro####', 0.6121320128440857)] Euro
[('Euro', 0.8243853449821472), ('Croatia', 0.6152284741401672), ('Euro####', 0.6121320128440857)] Euro
[('Hungarian_forint', 0.8789765238761902), ('Polish_zloty', 0.5837512016296387), ('Czech_koruna', 0.5627545118331909)] Hungarian_forint
[('Thailand', 0.5068517327308655), ('Laos', 0.5025889277458191), ('Lao_kip', 0.4988653063774109)] Lao_kip
[('Euro', 0.8243853449821472), ('Croatia', 0.6152284741401672), ('Euro####', 0.6121320128440857)] Euro
[('Libyan_dinar', 0.6999146342277527), ('Yemen', 0.48268231749534607), ('Morocco', 0.47252148389816284)] Libyan_dinar
[('Malaysian_ringgit', 0.8571430444717407), ('Malaysia', 0.6624348163604736), ('ringgit', 0.646117091178894)] Malaysian_ringgit
[('Euro', 0.8243853449821472), ('Croatia', 0.6152284741401672), ('Euro####', 0.6121320128440857)] Euro
[('Nigerian_naira', 0.6943123936653137), ('Nigeria', 0.6815881729125977), ('Zambia', 0.6110350489616394)] Nigerian_naira
[('Euro', 0.8243853449821472), ('Croatia', 0.6152284741401672), ('Euro####', 0.6121320128440857)] Euro
[('Qatar', 0.688828706741333), ('UAE', 0.6636448502540588), ('Bahrain', 0.6611130237579346)] Qatari_riyal
[('Euro', 0.8243853449821472), ('Croatia', 0.6152284741401672), ('Euro####', 0.6121320128440857)] Euro
[('Saudi_riyal', 0.795279860496521), ('Saudi_Arabia', 0.6427668333053589), ('Saudi', 0.589917778968811)] Saudi_riyal
[('Euro', 0.8243853449821472), ('Croatia', 0.6152284741401672), ('Euro####', 0.6121320128440857)] Euro
[('Somali_shilling', 0.7224152088165283), ('Ethiopia', 0.5862494707107544), ('Somalia', 0.5229477286338806)] Somali_shilling
[('Euro', 0.8243853449821472), ('Croatia', 0.6152284741401672), ('Euro####', 0.6121320128440857)] Euro
[('Swedish_krona', 0.8486257195472717), ('Sweden', 0.6224199533462524), ('Finland', 0.5762900114059448)] Swedish_krona
[('Swiss_franc', 0.8784894347190857), ('Swiss_Franc', 0.6494238376617432), ('franc', 0.6369898319244385)] Swiss_franc
[('Tajikistan', 0.5515018701553345), ('Uzbekistan', 0.5374436974525452), ('Somoni', 0.4997151494026184)] Somoni
[('Tanzania', 0.6573883891105652), ('Kenya', 0.6364797949790955), ('Zambia', 0.6246609687805176)] Tanzanian_shilling
[('CFA_franc', 0.8375510573387146), ('Senegal', 0.5731585025787354), ('Gabon', 0.561280369758606)] CFA_franc
[('Turkish_lira', 0.8535032272338867), ('lira', 0.6578787565231323), ('Turkey', 0.6537532806396484)] Turkish_lira
[('Ukraine', 0.611639142036438), ('Romania', 0.5857731103897095), ('Moldova', 0.583436906337738)] Ukrainian_hryvnia
[('Morocco', 0.5172685384750366), ('Egypt', 0.4879542887210846), ('Peru', 0.4743325114250183)] Yemeni_rial
[('Zambia', 0.6854394674301147), ('Tanzania', 0.6450343728065491), ('Mozambique', 0.6101458072662354)] Zambian_kwacha
[('Armenia', 0.6191174983978271), ('Ukraine', 0.6152352094650269), ('Serbia', 0.6059587001800537)] Armenian_dram
[('Euro', 0.8049081563949585), ('Croatia', 0.6820732951164246), ('Slovenia', 0.6559855937957764)] Euro
[('Serbia', 0.6226909160614014), ('Romania', 0.6181210279464722), ('Croatia', 0.613373875617981)] Bulgarian_lev
[('Chilean_peso', 0.8832976818084717), ('Colombian_peso', 0.60917067527771), ('Chile_peso', 0.6025508642196655)] Chilean_peso
[('Renminbi', 0.900446891784668), ('renminbi', 0.6126340627670288), ('Renminbi_RMB', 0.5970675945281982)] Renminbi
[('Colombian_peso', 0.8655472993850708), ('Chile_peso', 0.5965645909309387), ('Chilean_peso', 0.5867205858230591)] Colombian_peso
[('Czech_koruna', 0.835584819316864), ('Czech_Republic', 0.5811095237731934), ('Czech', 0.5739978551864624)] Czech_koruna
[('Ethiopia', 0.5538753271102905), ('Tanzania', 0.4878568649291992), ('Eritrea', 0.48099517822265625)] Ethiopian_birr
[('Euro', 0.8049081563949585), ('Croatia', 0.6820732951164246), ('Slovenia', 0.6559855937957764)] Euro
[('Euro', 0.8049081563949585), ('Croatia', 0.6820732951164246), ('Slovenia', 0.6559855937957764)] Euro
[('Hungarian_forint', 0.8709705471992493), ('Polish_zloty', 0.5912624597549438), ('forint', 0.5711387395858765)] Hungarian_forint
[('Lao_kip', 0.5014021396636963), ('Laos', 0.48125025629997253), ('Albania', 0.47052186727523804)] Lao_kip
[('Euro', 0.8049081563949585), ('Croatia', 0.6820732951164246), ('Slovenia', 0.6559855937957764)] Euro
